season,overall_pick,round,pick_in_round,espn_team_id,team_name,player_id,player_name,is_keeper,bid_amount
2014,1,1,1,11,Baltimore Hail Marys,12514,LeSean McCoy,False,0
2014,2,1,2,5,Team Beats by Ray,10452,Adrian Peterson,False,0
2014,3,1,3,1,The  Commish,11307,Jamaal Charles,False,0
2014,4,1,4,6,Team Flatcheese,11278,Matt Forte,False,0
2014,5,1,5,3,De Marc O Da Beast,10447,Calvin Johnson,False,0
2014,6,1,6,4,Team YB,1428,Peyton Manning,False,0
2014,7,1,7,10,Team Bibendum,13232,Jimmy Graham,False,0
2014,8,1,8,7,3rd Down For What,15848,Eddie Lacy,False,0
2014,9,1,9,9,New Yawk Bklyn's Best,2580,Drew Brees,False,0
2014,10,1,10,2,In Your Face,10456,Marshawn Lynch,False,0
2014,11,1,11,8,Team Keyser,12497,Arian Foster,False,0
2014,12,1,12,12,Ridley Me This,14885,Doug Martin,False,0
2014,13,2,1,12,Ridley Me This,13216,Demaryius Thomas,False,0
2014,14,2,2,8,Team Keyser,8439,Aaron Rodgers,False,0
2014,15,2,3,2,In Your Face,13983,A.J. Green,False,0
2014,16,2,4,9,New Yawk Bklyn's Best,15009,Alfred Morris,False,0
2014,17,2,5,7,3rd Down For What,13215,Dez Bryant,False,0
2014,18,2,6,10,Team Bibendum,14204,Julius Thomas,False,0
2014,19,2,7,4,Team YB,14005,DeMarco Murray,False,0
2014,20,2,8,3,De Marc O Da Beast,15996,Zac Stacy,False,0
2014,21,2,9,6,Team Flatcheese,15823,Montee Ball,False,0
2014,22,2,10,1,The  Commish,9705,Brandon Marshall,False,0
2014,23,2,11,5,Team Beats by Ray,15826,Giovani Bernard,False,0
2014,24,2,12,11,Baltimore Hail Marys,15825,Le'Veon Bell,False,0
2014,25,3,1,11,Baltimore Hail Marys,13982,Julio Jones,False,0
2014,26,3,2,5,Team Beats by Ray,13934,Antonio Brown,False,0
2014,27,3,3,1,The  Commish,11270,Jordy Nelson,False,0
2014,28,3,4,6,Team Flatcheese,14912,Alshon Jeffery,False,0
2014,29,3,5,3,De Marc O Da Beast,9588,Reggie Bush,False,0
2014,30,3,6,4,Team YB,14053,Randall Cobb,False,0
2014,31,3,7,10,Team Bibendum,13204,Ryan Mathews,False,0
2014,32,3,8,7,3rd Down For What,13229,Rob Gronkowski,False,0
2014,33,3,9,9,New Yawk Bklyn's Best,13553,Victor Cruz,False,0
2014,34,3,10,2,In Your Face,14874,Andrew Luck,False,0
2014,35,3,11,8,Team Keyser,4461,Andre Johnson,False,0
2014,36,3,12,12,Ridley Me This,13210,Ben Tate,False,0
2014,37,4,1,12,Ridley Me This,5528,Larry Fitzgerald,False,0
2014,38,4,2,8,Team Keyser,8475,Vincent Jackson,False,0
2014,39,4,3,2,In Your Face,8479,Frank Gore,False,0
2014,40,4,4,9,New Yawk Bklyn's Best,12483,Matthew Stafford,False,0
2014,41,4,5,7,3rd Down For What,15893,Andre Ellington,False,0
2014,42,4,6,10,Team Bibendum,11283,DeSean Jackson,False,0
2014,43,4,7,4,Team YB,9592,Vernon Davis,False,0
2014,44,4,8,3,De Marc O Da Beast,11439,Pierre Garcon,False,0
2014,45,4,9,6,Team Flatcheese,15818,Keenan Allen,False,0
2014,46,4,10,1,The  Commish,11289,Ray Rice,False,0
2014,47,4,11,5,Team Beats by Ray,14032,Torrey Smith,False,0
2014,48,4,12,11,Baltimore Hail Marys,13203,C.J. Spiller,False,0
2014,49,5,1,11,Baltimore Hail Marys,12563,Michael Crabtree,False,0
2014,50,5,2,5,Team Beats by Ray,15807,Cordarrelle Patterson,False,0
2014,51,5,3,1,The  Commish,11258,Chris Johnson,False,0
2014,52,5,4,6,Team Flatcheese,12569,Percy Harvin,False,0
2014,53,5,5,3,De Marc O Da Beast,8442,Roddy White,False,0
