season,week,is_playoff_week,espn_team_id,team_name,opponent_espn_team_id,opponent_team_name,team_score,opponent_score,outcome
2023,1,False,1,The  Commish,2,In Your Face,93.18,125.34,L
2023,2,False,1,The  Commish,4,Juicy Smuyet ,165.28,121.0,W
2023,3,False,1,The  Commish,5,Maybe This Year,145.48,153.26,L
2023,4,False,1,The  Commish,3,Ridin Da Gus Bus to 10th place,73.5,153.86,L
2023,5,False,1,The  Commish,7,No I'm Ryan Keyser ,131.28,191.42,L
2023,6,False,1,The  Commish,6,Lets Ride,121.3,105.2,W
2023,7,False,1,The  Commish,8,It's Always Sunny in Baltimore,67.06,107.76,L
2023,8,False,1,The  Commish,14,Team AutoDraft,98.96,110.96,L
2023,9,False,1,The  Commish,13,Rookie Squad,94.92,111.92,L
2023,10,False,1,The  Commish,10,Mike Riley,108.62,154.2,L
2023,11,False,1,The  Commish,12,Never cutting charbs,117.7,143.82,L
2023,12,False,1,The  Commish,2,In Your Face,103.22,95.96,W
2023,13,False,1,The  Commish,4,Juicy Smuyet ,115.6,133.6,L
2023,14,False,1,The  Commish,5,Maybe This Year,85.7,159.02,L
2023,15,True,1,The  Commish,2,In Your Face,65.16,87.96,L
2023,16,True,1,The  Commish,3,Ridin Da Gus Bus to 10th place,140.52,121.76,W
2023,17,True,1,The  Commish,13,Rookie Squad,57.08,116.44,L
2023,1,False,2,In Your Face,1,The  Commish,125.34,93.18,W
2023,2,False,2,In Your Face,5,Maybe This Year,92.66,102.54,L
2023,3,False,2,In Your Face,7,No I'm Ryan Keyser ,111.32,132.28,L
2023,4,False,2,In Your Face,8,It's Always Sunny in Baltimore,132.1,104.46,W
2023,5,False,2,In Your Face,13,Rookie Squad,93.16,159.92,L
2023,6,False,2,In Your Face,12,Never cutting charbs,97.86,135.78,L
2023,7,False,2,In Your Face,4,Juicy Smuyet ,73.3,128.06,L
2023,8,False,2,In Your Face,3,Ridin Da Gus Bus to 10th place,135.56,123.48,W
2023,9,False,2,In Your Face,6,Lets Ride,81.62,95.42,L
2023,10,False,2,In Your Face,14,Team AutoDraft,97.58,182.06,L
2023,11,False,2,In Your Face,10,Mike Riley,124.1,132.36,L
2023,12,False,2,In Your Face,1,The  Commish,95.96,103.22,L
2023,13,False,2,In Your Face,5,Maybe This Year,81.34,116.36,L
2023,14,False,2,In Your Face,7,No I'm Ryan Keyser ,111.5,130.78,L
2023,15,True,2,In Your Face,1,The  Commish,87.96,65.16,W
2023,16,True,2,In Your Face,5,Maybe This Year,97.2,168.2,L
2023,17,True,2,In Your Face,3,Ridin Da Gus Bus to 10th place,111.98,153.94,L
2023,1,False,3,Ridin Da Gus Bus to 10th place,13,Rookie Squad,72.36,129.66,L
2023,2,False,3,Ridin Da Gus Bus to 10th place,12,Never cutting charbs,115.28,130.1,L
2023,3,False,3,Ridin Da Gus Bus to 10th place,4,Juicy Smuyet ,119.58,126.98,L
2023,4,False,3,Ridin Da Gus Bus to 10th place,1,The  Commish,153.86,73.5,W
2023,5,False,3,Ridin Da Gus Bus to 10th place,6,Lets Ride,106.74,105.94,W
2023,6,False,3,Ridin Da Gus Bus to 10th place,14,Team AutoDraft,113.12,94.2,W
2023,7,False,3,Ridin Da Gus Bus to 10th place,10,Mike Riley,114.34,147.74,L
2023,8,False,3,Ridin Da Gus Bus to 10th place,2,In Your Face,123.48,135.56,L
2023,9,False,3,Ridin Da Gus Bus to 10th place,5,Maybe This Year,97.88,122.9,L
2023,10,False,3,Ridin Da Gus Bus to 10th place,7,No I'm Ryan Keyser ,88.02,82.3,W
2023,11,False,3,Ridin Da Gus Bus to 10th place,8,It's Always Sunny in Baltimore,122.76,118.2,W
2023,12,False,3,Ridin Da Gus Bus to 10th place,13,Rookie Squad,99.08,109.78,L
2023,13,False,3,Ridin Da Gus Bus to 10th place,12,Never cutting charbs,86.18,151.32,L
2023,14,False,3,Ridin Da Gus Bus to 10th place,4,Juicy Smuyet ,102.22,118.44,L
2023,15,True,3,Ridin Da Gus Bus to 10th place,6,Lets Ride,92.64,117.52,L
2023,16,True,3,Ridin Da Gus Bus to 10th place,1,The  Commish,121.76,140.52,L
2023,17,True,3,Ridin Da Gus Bus to 10th place,2,In Your Face,153.94,111.98,W
2023,1,False,4,Juicy Smuyet ,12,Never cutting charbs,92.84,79.96,W
2023,2,False,4,Juicy Smuyet ,1,The  Commish,121.0,165.28,L
2023,3,False,4,Juicy Smuyet ,3,Ridin Da Gus Bus to 10th place,126.98,119.58,W
2023,4,False,4,Juicy Smuyet ,6,Lets Ride,151.02,99.02,W
2023,5,False,4,Juicy Smuyet ,14,Team AutoDraft,122.94,73.88,W
2023,6,False,4,Juicy Smuyet ,10,Mike Riley,111.54,135.64,L
2023,7,False,4,Juicy Smuyet ,2,In Your Face,128.06,73.3,W
2023,8,False,4,Juicy Smuyet ,5,Maybe This Year,123.3,113.1,W
2023,9,False,4,Juicy Smuyet ,7,No I'm Ryan Keyser ,74.6,100.48,L
2023,10,False,4,Juicy Smuyet ,8,It's Always Sunny in Baltimore,130.86,142.32,L
2023,11,False,4,Juicy Smuyet ,13,Rookie Squad,112.08,86.14,W
2023,12,False,4,Juicy Smuyet ,12,Never cutting charbs,142.92,119.16,W
2023,13,False,4,Juicy Smuyet ,1,The  Commish,133.6,115.6,W
2023,14,False,4,Juicy Smuyet ,3,Ridin Da Gus Bus to 10th place,118.44,102.22,W
2023,15,True,4,Juicy Smuyet ,8,It's Always Sunny in Baltimore,156.62,125.44,W
2023,16,True,4,Juicy Smuyet ,10,Mike Riley,126.9,137.08,L
2023,17,True,4,Juicy Smuyet ,14,Team AutoDraft,101.4,131.2,L
2023,1,False,5,Maybe This Year,10,Mike Riley,103.34,132.94,L
2023,2,False,5,Maybe This Year,2,In Your Face,102.54,92.66,W
2023,3,False,5,Maybe This Year,1,The  Commish,153.26,145.48,W
2023,4,False,5,Maybe This Year,7,No I'm Ryan Keyser ,102.6,156.96,L
2023,5,False,5,Maybe This Year,8,It's Always Sunny in Baltimore,128.38,81.36,W
2023,6,False,5,Maybe This Year,13,Rookie Squad,138.42,84.54,W
2023,7,False,5,Maybe This Year,12,Never cutting charbs,77.16,149.66,L
2023,8,False,5,Maybe This Year,4,Juicy Smuyet ,113.1,123.3,L
2023,9,False,5,Maybe This Year,3,Ridin Da Gus Bus to 10th place,122.9,97.88,W
2023,10,False,5,Maybe This Year,6,Lets Ride,80.64,146.42,L
2023,11,False,5,Maybe This Year,14,Team AutoDraft,94.34,126.56,L
2023,12,False,5,Maybe This Year,10,Mike Riley,117.06,159.94,L
2023,13,False,5,Maybe This Year,2,In Your Face,116.36,81.34,W
2023,14,False,5,Maybe This Year,1,The  Commish,159.02,85.7,W
2023,15,True,5,Maybe This Year,13,Rookie Squad,107.34,118.82,L
2023,16,True,5,Maybe This Year,2,In Your Face,168.2,97.2,W
2023,17,True,5,Maybe This Year,6,Lets Ride,84.52,61.2,W
2023,1,False,6,Lets Ride,8,It's Always Sunny in Baltimore,104.52,122.58,L
2023,2,False,6,Lets Ride,13,Rookie Squad,120.6,81.8,W
2023,3,False,6,Lets Ride,12,Never cutting charbs,134.76,123.0,W
2023,4,False,6,Lets Ride,4,Juicy Smuyet ,99.02,151.02,L
2023,5,False,6,Lets Ride,3,Ridin Da Gus Bus to 10th place,105.94,106.74,L
2023,6,False,6,Lets Ride,1,The  Commish,105.2,121.3,L
2023,7,False,6,Lets Ride,14,Team AutoDraft,139.16,119.38,W
2023,8,False,6,Lets Ride,10,Mike Riley,126.46,136.18,L
2023,9,False,6,Lets Ride,2,In Your Face,95.42,81.62,W
2023,10,False,6,Lets Ride,5,Maybe This Year,146.42,80.64,W
2023,11,False,6,Lets Ride,7,No I'm Ryan Keyser ,82.84,114.7,L
2023,12,False,6,Lets Ride,8,It's Always Sunny in Baltimore,81.4,152.38,L
2023,13,False,6,Lets Ride,13,Rookie Squad,62.84,136.84,L
2023,14,False,6,Lets Ride,12,Never cutting charbs,136.76,143.02,L
2023,15,True,6,Lets Ride,3,Ridin Da Gus Bus to 10th place,117.52,92.64,W
2023,16,True,6,Lets Ride,13,Rookie Squad,99.62,71.28,W
2023,17,True,6,Lets Ride,5,Maybe This Year,61.2,84.52,L
2023,1,False,7,No I'm Ryan Keyser ,14,Team AutoDraft,129.1,95.86,W
2023,2,False,7,No I'm Ryan Keyser ,10,Mike Riley,105.52,132.54,L
