season,week,transaction_id,related_transaction_id,transaction_type,status,espn_team_id,bid_amount,item_type,player_id,player_name,from_team_id,to_team_id,date
2019,1,9a0e073c-2623-4bbc-a635-190c10a206fb,,FREEAGENT,EXECUTED,5,0,ADD,10475.0,Greg Olsen,0.0,5.0,2019-09-07
2019,1,91aaa9b2-f92d-4d93-b2b5-9e6ecbaae603,,FREEAGENT,EXECUTED,2,0,ADD,15349.0,Cole Beasley,0.0,2.0,2019-09-05
2019,1,4672ad6b-882e-4752-829c-a286295a84c5,,FREEAGENT,EXECUTED,12,0,ADD,15826.0,Giovani Bernard,0.0,12.0,2019-09-05
2019,1,4672ad6b-882e-4752-829c-a286295a84c5,,FREEAGENT,EXECUTED,12,0,DROP,3050487.0,Anthony Miller,12.0,0.0,2019-09-05
2019,1,534fd7eb-505d-44d5-af19-265204e0459f,,FREEAGENT,EXECUTED,5,0,ADD,-16002.0,Bills D/ST,0.0,5.0,2019-09-05
2019,1,534fd7eb-505d-44d5-af19-265204e0459f,,FREEAGENT,EXECUTED,5,0,DROP,5529.0,Philip Rivers,5.0,0.0,2019-09-05
2019,1,76e51d37-3c0b-46b2-aa5c-b0af19864313,,TRADE_PROPOSAL,PENDING,10,0,TRADE,13934.0,Antonio Brown,9.0,10.0,2019-09-05
2019,1,76e51d37-3c0b-46b2-aa5c-b0af19864313,,TRADE_PROPOSAL,PENDING,10,0,TRADE,3116136.0,Justin Jackson,10.0,9.0,2019-09-05
2019,1,76e51d37-3c0b-46b2-aa5c-b0af19864313,,TRADE_PROPOSAL,PENDING,10,0,TRADE,3052876.0,Will Fuller V,10.0,9.0,2019-09-05
2019,1,78f08485-1c6c-49bf-808a-641fe6af21be,670929e0-0bcb-413e-9f69-ab8ce2914991,WAIVER,EXECUTED,6,1,ADD,-16020.0,Jets D/ST,0.0,6.0,2019-09-03
2019,1,78f08485-1c6c-49bf-808a-641fe6af21be,670929e0-0bcb-413e-9f69-ab8ce2914991,WAIVER,EXECUTED,6,1,DROP,2578570.0,Jacoby Brissett,6.0,0.0,2019-09-03
2019,1,c17cc77e-f3a3-4b9b-96e9-bb902d798462,76e51d37-3c0b-46b2-aa5c-b0af19864313,TRADE_PROPOSAL,CANCELED,10,0,TRADE,13934.0,Antonio Brown,9.0,10.0,2019-09-07
2019,1,c17cc77e-f3a3-4b9b-96e9-bb902d798462,76e51d37-3c0b-46b2-aa5c-b0af19864313,TRADE_PROPOSAL,CANCELED,10,0,TRADE,3116136.0,Justin Jackson,10.0,9.0,2019-09-07
2019,1,c17cc77e-f3a3-4b9b-96e9-bb902d798462,76e51d37-3c0b-46b2-aa5c-b0af19864313,TRADE_PROPOSAL,CANCELED,10,0,TRADE,3052876.0,Will Fuller V,10.0,9.0,2019-09-07
2019,2,229d9b50-4d64-497c-8609-d509d8de2092,3a62a2db-58d1-481f-a5d9-b43aba13dcc8,WAIVER,FAILED_INVALIDPLAYERSOURCE,10,12,ADD,4036133.0,T.J. Hockenson,0.0,10.0,2019-09-11
2019,2,229d9b50-4d64-497c-8609-d509d8de2092,3a62a2db-58d1-481f-a5d9-b43aba13dcc8,WAIVER,FAILED_INVALIDPLAYERSOURCE,10,12,DROP,2576491.0,Adam Humphries,10.0,0.0,2019-09-11
2019,2,44aeb423-4ad4-4b37-8683-3101898faf2a,,FREEAGENT,EXECUTED,5,0,ADD,11122.0,Matt Prater,0.0,5.0,2019-09-11
2019,2,44aeb423-4ad4-4b37-8683-3101898faf2a,,FREEAGENT,EXECUTED,5,0,DROP,3124679.0,Jason Sanders,5.0,0.0,2019-09-11
2019,2,eb0b0677-6b73-4cc4-b7a7-e12a76293ea6,,WAIVER,PENDING,10,13,ADD,2570986.0,Malcolm Brown,0.0,10.0,2019-09-10
2019,2,eb0b0677-6b73-4cc4-b7a7-e12a76293ea6,,WAIVER,PENDING,10,13,DROP,3127306.0,Dante Pettis,10.0,0.0,2019-09-10
2019,2,a417866e-17db-44e8-916f-53db9b52d61d,78214ea2-227f-43b5-a955-cad94388f1fb,WAIVER,FAILED_INVALIDPLAYERSOURCE,12,3,ADD,3121422.0,Terry McLaurin,0.0,12.0,2019-09-11
2019,2,8ef82bbb-9c8e-4039-853e-bae2ec005e78,f92f4dae-153d-46b4-a160-d2cb0f29eede,WAIVER,EXECUTED,13,26,ADD,4036133.0,T.J. Hockenson,0.0,13.0,2019-09-11
2019,2,8ef82bbb-9c8e-4039-853e-bae2ec005e78,f92f4dae-153d-46b4-a160-d2cb0f29eede,WAIVER,EXECUTED,13,26,DROP,16732.0,Eric Ebron,13.0,0.0,2019-09-11
2019,2,21e4ab54-594c-4014-be0b-1040eb62f05a,8be945e3-2db0-4a80-8c7d-7f2dc51f0a01,WAIVER,EXECUTED,12,20,ADD,10452.0,Adrian Peterson,0.0,12.0,2019-09-11
2019,2,21e4ab54-594c-4014-be0b-1040eb62f05a,8be945e3-2db0-4a80-8c7d-7f2dc51f0a01,WAIVER,EXECUTED,12,20,DROP,2969939.0,Jameis Winston,12.0,0.0,2019-09-11
2019,2,dd0268fe-67ba-4a41-9d3b-19034b040c28,7ebd46fd-3932-441b-b540-d476faddc464,WAIVER,EXECUTED,13,11,ADD,15966.0,Chris Thompson,0.0,13.0,2019-09-11
2019,2,dd0268fe-67ba-4a41-9d3b-19034b040c28,7ebd46fd-3932-441b-b540-d476faddc464,WAIVER,EXECUTED,13,11,DROP,3119195.0,Chase Edmonds,13.0,0.0,2019-09-11
2019,2,88558555-92d6-4f14-8a72-0d87fd001e8c,,ROSTER,EXECUTED,5,0,DROP,15860.0,Jordan Reed,5.0,0.0,2019-09-11
2019,2,55caf6bd-02d9-4bba-81a0-f9d805ab92cc,b5db7647-0046-43d2-be19-201611fcc9f4,WAIVER,EXECUTED,6,7,ADD,3912550.0,Ronald Jones II,0.0,6.0,2019-09-11
2019,2,55caf6bd-02d9-4bba-81a0-f9d805ab92cc,b5db7647-0046-43d2-be19-201611fcc9f4,WAIVER,EXECUTED,6,7,DROP,8479.0,Frank Gore,6.0,0.0,2019-09-11
2019,2,152acf87-0f67-44b5-a1ba-f2ae6df79ec0,,FREEAGENT,EXECUTED,7,0,ADD,17427.0,Cairo Santos,0.0,7.0,2019-09-15
2019,2,152acf87-0f67-44b5-a1ba-f2ae6df79ec0,,FREEAGENT,EXECUTED,7,0,DROP,14198.0,Dion Lewis,7.0,0.0,2019-09-15
2019,2,b4517d61-2cf3-4660-8781-a34acd67166b,,FREEAGENT,EXECUTED,5,0,ADD,2578533.0,Chris Conley,0.0,5.0,2019-09-12
2019,2,b4517d61-2cf3-4660-8781-a34acd67166b,,FREEAGENT,EXECUTED,5,0,DROP,3128774.0,Kalen Ballage,5.0,0.0,2019-09-12
2019,2,394914d7-1636-4994-8db1-2db286070917,,FREEAGENT,EXECUTED,12,0,ADD,16757.0,Derek Carr,0.0,12.0,2019-09-12
2019,2,3a62a2db-58d1-481f-a5d9-b43aba13dcc8,,WAIVER,PENDING,10,14,ADD,4036133.0,T.J. Hockenson,0.0,10.0,2019-09-10
2019,2,3a62a2db-58d1-481f-a5d9-b43aba13dcc8,,WAIVER,PENDING,10,14,DROP,2576491.0,Adam Humphries,10.0,0.0,2019-09-10
2019,2,31d13248-fa8d-4437-86a9-954fea30c3d1,b9d17dad-6d92-4192-b43e-40b903f572d4,WAIVER,FAILED_INVALIDPLAYERSOURCE,7,8,ADD,4036133.0,T.J. Hockenson,0.0,7.0,2019-09-11
2019,2,31d13248-fa8d-4437-86a9-954fea30c3d1,b9d17dad-6d92-4192-b43e-40b903f572d4,WAIVER,FAILED_INVALIDPLAYERSOURCE,7,8,DROP,4333.0,Matt Bryant,7.0,0.0,2019-09-11
2019,2,0bb5753d-e0ac-436f-9e3c-3d4da71e6da5,ca12b384-6387-44ca-ba98-551c6bca777a,WAIVER,EXECUTED,12,1,ADD,-16034.0,Texans D/ST,0.0,12.0,2019-09-11
2019,2,0bb5753d-e0ac-436f-9e3c-3d4da71e6da5,ca12b384-6387-44ca-ba98-551c6bca777a,WAIVER,EXECUTED,12,1,DROP,-16005.0,Browns D/ST,12.0,0.0,2019-09-11
2019,2,be1950ca-edfa-423a-b98d-6237a42b4999,01e202bb-ef90-4edd-9c2d-ca95fd489218,WAIVER,FAILED_INVALIDPLAYERSOURCE,7,8,ADD,15966.0,Chris Thompson,0.0,7.0,2019-09-11
2019,2,be1950ca-edfa-423a-b98d-6237a42b4999,01e202bb-ef90-4edd-9c2d-ca95fd489218,WAIVER,FAILED_INVALIDPLAYERSOURCE,7,8,DROP,4333.0,Matt Bryant,7.0,0.0,2019-09-11
2019,2,5e77cd3e-21a3-49c8-b929-ce9cc642959e,20ff18e5-7086-42e3-a411-efd80adb690c,WAIVER,FAILED_PLAYERALREADYDROPPED,8,12,ADD,4035004.0,Mecole Hardman,0.0,8.0,2019-09-11
2019,2,5e77cd3e-21a3-49c8-b929-ce9cc642959e,20ff18e5-7086-42e3-a411-efd80adb690c,WAIVER,FAILED_PLAYERALREADYDROPPED,8,12,DROP,4361606.0,Darwin Thompson,8.0,0.0,2019-09-11
2019,2,012f34bd-43a0-4bbb-9dd1-89e3dc9f5484,0fcd179c-e8c7-497a-b137-ffb6229ee2d2,WAIVER,CANCELED,8,0,ADD,3843750.0,Derrius Guice,0.0,8.0,2019-09-12
2019,2,012f34bd-43a0-4bbb-9dd1-89e3dc9f5484,0fcd179c-e8c7-497a-b137-ffb6229ee2d2,WAIVER,CANCELED,8,0,DROP,4038441.0,Justice Hill,8.0,0.0,2019-09-12
2019,2,85149228-0520-49ef-84d6-9c529bd27da6,,WAIVER,PENDING,10,8,ADD,3121422.0,Terry McLaurin,0.0,10.0,2019-09-10
2019,2,85149228-0520-49ef-84d6-9c529bd27da6,,WAIVER,PENDING,10,8,DROP,-16007.0,Broncos D/ST,10.0,0.0,2019-09-10
2019,2,06e1b08b-81b6-4b39-824b-5b45f59d1852,,FREEAGENT,EXECUTED,1,0,ADD,3051909.0,Daniel Carlson,0.0,1.0,2019-09-13
2019,2,06e1b08b-81b6-4b39-824b-5b45f59d1852,,FREEAGENT,EXECUTED,1,0,DROP,3123052.0,Michael Badgley,1.0,0.0,2019-09-13
2019,2,57264d2d-9cb9-46fb-a85e-cb865c4388fa,,FREEAGENT,EXECUTED,7,0,ADD,2577134.0,Ty Montgomery,0.0,7.0,2019-09-12
2019,2,57264d2d-9cb9-46fb-a85e-cb865c4388fa,,FREEAGENT,EXECUTED,7,0,DROP,4333.0,Matt Bryant,7.0,0.0,2019-09-12
2019,2,4ab1bd11-7db4-4626-bb98-dd1f06bfc225,,FREEAGENT,EXECUTED,5,0,ADD,10453.0,Ted Ginn Jr.,0.0,5.0,2019-09-11
2019,2,4ab1bd11-7db4-4626-bb98-dd1f06bfc225,,FREEAGENT,EXECUTED,5,0,DROP,10475.0,Greg Olsen,5.0,0.0,2019-09-11
2019,2,9c5fde82-6a21-4a1b-be99-921eceef4074,62eddf39-9f11-4c38-8921-cd3a75d429c6,WAIVER,CANCELED,12,0,ADD,10452.0,Adrian Peterson,0.0,12.0,2019-09-10
2019,2,9c5fde82-6a21-4a1b-be99-921eceef4074,62eddf39-9f11-4c38-8921-cd3a75d429c6,WAIVER,CANCELED,12,0,DROP,16974.0,Trey Burton,12.0,0.0,2019-09-10
2019,2,10d081e8-d113-4112-83c4-b5691179e379,dd638fa2-dc16-481d-8a80-115fc3c6c242,WAIVER,FAILED_INVALIDPLAYERSOURCE,7,18,ADD,10452.0,Adrian Peterson,0.0,7.0,2019-09-11
2019,2,10d081e8-d113-4112-83c4-b5691179e379,dd638fa2-dc16-481d-8a80-115fc3c6c242,WAIVER,FAILED_INVALIDPLAYERSOURCE,7,18,DROP,14198.0,Dion Lewis,7.0,0.0,2019-09-11
2019,2,e7407631-cb03-45a8-a2fe-202064f99ac9,eb0b0677-6b73-4cc4-b7a7-e12a76293ea6,WAIVER,EXECUTED,10,13,ADD,2570986.0,Malcolm Brown,0.0,10.0,2019-09-11
2019,2,e7407631-cb03-45a8-a2fe-202064f99ac9,eb0b0677-6b73-4cc4-b7a7-e12a76293ea6,WAIVER,EXECUTED,10,13,DROP,3127306.0,Dante Pettis,10.0,0.0,2019-09-11
2019,2,e86d0cc1-1fd0-418a-952b-7e03ff76e885,3d954cc7-9772-47a3-8fd9-cfa6b568b7c5,WAIVER,FAILED_INVALIDPLAYERSOURCE,5,10,ADD,3052177.0,John Ross III,0.0,5.0,2019-09-11
2019,2,e86d0cc1-1fd0-418a-952b-7e03ff76e885,3d954cc7-9772-47a3-8fd9-cfa6b568b7c5,WAIVER,FAILED_INVALIDPLAYERSOURCE,5,10,DROP,3128774.0,Kalen Ballage,5.0,0.0,2019-09-11
2019,2,6c1aa347-68a9-49d0-9455-7a13e7226b69,,FREEAGENT,EXECUTED,12,0,ADD,3918298.0,Josh Allen,0.0,12.0,2019-09-12
2019,2,6c1aa347-68a9-49d0-9455-7a13e7226b69,,FREEAGENT,EXECUTED,12,0,DROP,16757.0,Derek Carr,12.0,0.0,2019-09-12
2019,2,50fd8577-b4ae-478a-bdbe-933b3ce88328,c95b81c6-cc4b-4df5-afb1-94d5f4e9e2a4,WAIVER,FAILED_INVALIDPLAYERSOURCE,10,3,ADD,3912550.0,Ronald Jones II,0.0,10.0,2019-09-11
2019,2,50fd8577-b4ae-478a-bdbe-933b3ce88328,c95b81c6-cc4b-4df5-afb1-94d5f4e9e2a4,WAIVER,FAILED_INVALIDPLAYERSOURCE,10,3,DROP,3050478.0,Jake Elliott,10.0,0.0,2019-09-11
2019,2,6edd132a-048a-4eb6-b1f3-d853ba329245,,FREEAGENT,EXECUTED,12,0,ADD,3115394.0,DJ Chark Jr.,0.0,12.0,2019-09-12
2019,2,6edd132a-048a-4eb6-b1f3-d853ba329245,,FREEAGENT,EXECUTED,12,0,DROP,3060022.0,Jordan Howard,12.0,0.0,2019-09-12
2019,2,ab1fc1a8-c228-46fe-babe-335a8b56108c,,FREEAGENT,EXECUTED,5,0,ADD,16793.0,Cody Latimer,0.0,5.0,2019-09-13
2019,2,384f89c5-ed82-4d64-b83d-07af40c703e8,a1b365ad-511d-47fd-9915-3a20837382eb,WAIVER,EXECUTED,5,1,ADD,3060022.0,Jordan Howard,0.0,5.0,2019-09-14
2019,2,384f89c5-ed82-4d64-b83d-07af40c703e8,a1b365ad-511d-47fd-9915-3a20837382eb,WAIVER,EXECUTED,5,1,DROP,2578533.0,Chris Conley,5.0,0.0,2019-09-14
2019,2,92585e87-0285-41b1-85f5-679d3773d56b,85149228-0520-49ef-84d6-9c529bd27da6,WAIVER,FAILED_INVALIDPLAYERSOURCE,10,8,ADD,3121422.0,Terry McLaurin,0.0,10.0,2019-09-11
2019,2,92585e87-0285-41b1-85f5-679d3773d56b,85149228-0520-49ef-84d6-9c529bd27da6,WAIVER,FAILED_INVALIDPLAYERSOURCE,10,8,DROP,-16007.0,Broncos D/ST,10.0,0.0,2019-09-11
2019,2,435a4b09-c567-4be2-be94-1cca277e5562,,FREEAGENT,EXECUTED,13,0,ADD,3043234.0,Zane Gonzalez,0.0,13.0,2019-09-11
2019,2,435a4b09-c567-4be2-be94-1cca277e5562,,FREEAGENT,EXECUTED,13,0,DROP,3843750.0,Derrius Guice,13.0,0.0,2019-09-11
2019,2,98ac4c67-15a6-4853-a8e3-b42acd27e097,be0ba7dc-19e6-4dd7-a191-a9ede191b943,WAIVER,EXECUTED,2,1,ADD,5529.0,Philip Rivers,0.0,2.0,2019-09-11
2019,2,98ac4c67-15a6-4853-a8e3-b42acd27e097,be0ba7dc-19e6-4dd7-a191-a9ede191b943,WAIVER,EXECUTED,2,1,DROP,3039707.0,Mitchell Trubisky,2.0,0.0,2019-09-11
