season,week,is_playoff_week,espn_team_id,team_name,opponent_espn_team_id,opponent_team_name,team_score,opponent_score,outcome
2015,1,False,1,The  Commish,2,In Your Face,77.0,77.0,T
2015,2,False,1,The  Commish,3,Hyde Yo Kids Hyde Yo Wife,86.0,136.0,L
2015,3,False,1,The  Commish,4,Straight out of Gronkton!,119.0,98.0,W
2015,4,False,1,The  Commish,5,Team Beats by Ray,89.0,69.0,W
2015,5,False,1,The  Commish,6,Team Flatcheese,67.0,60.0,W
2015,6,False,1,The  Commish,7,3rd Down For What,90.0,122.0,L
2015,7,False,1,The  Commish,12,Cntrl Alt Delete,72.0,98.0,L
2015,8,False,1,The  Commish,11,Baltimore Hail Marys,100.0,114.0,L
2015,9,False,1,The  Commish,10,Team Riley,112.0,47.0,W
2015,10,False,1,The  Commish,9,New Yawk Bklyn's Best,89.0,85.0,W
2015,11,False,1,The  Commish,8,Abdullah Oblangada ,82.0,79.0,W
2015,12,False,1,The  Commish,7,3rd Down For What,136.0,81.0,W
2015,13,False,1,The  Commish,12,Cntrl Alt Delete,99.0,74.0,W
2015,14,True,1,The  Commish,1,The  Commish,107.0,107.0,U
2015,15,True,1,The  Commish,4,Straight out of Gronkton!,42.0,134.0,L
2015,16,True,1,The  Commish,12,Cntrl Alt Delete,84.0,115.0,L
2015,1,False,2,In Your Face,1,The  Commish,77.0,77.0,T
2015,2,False,2,In Your Face,4,Straight out of Gronkton!,77.0,92.0,L
2015,3,False,2,In Your Face,6,Team Flatcheese,131.0,84.0,W
2015,4,False,2,In Your Face,3,Hyde Yo Kids Hyde Yo Wife,114.0,68.0,W
2015,5,False,2,In Your Face,5,Team Beats by Ray,113.0,59.0,W
2015,6,False,2,In Your Face,8,Abdullah Oblangada ,82.0,102.0,L
2015,7,False,2,In Your Face,7,3rd Down For What,92.0,109.0,L
2015,8,False,2,In Your Face,12,Cntrl Alt Delete,47.0,67.0,L
2015,9,False,2,In Your Face,11,Baltimore Hail Marys,85.0,87.0,L
2015,10,False,2,In Your Face,10,Team Riley,66.0,73.0,L
2015,11,False,2,In Your Face,9,New Yawk Bklyn's Best,77.0,46.0,W
2015,12,False,2,In Your Face,8,Abdullah Oblangada ,62.0,72.0,L
2015,13,False,2,In Your Face,7,3rd Down For What,111.0,102.0,W
2015,14,True,2,In Your Face,11,Baltimore Hail Marys,78.0,97.0,L
2015,15,True,2,In Your Face,9,New Yawk Bklyn's Best,94.0,59.0,W
2015,16,True,2,In Your Face,11,Baltimore Hail Marys,73.0,64.0,W
2015,1,False,3,Hyde Yo Kids Hyde Yo Wife,6,Team Flatcheese,103.0,77.0,W
2015,2,False,3,Hyde Yo Kids Hyde Yo Wife,1,The  Commish,136.0,86.0,W
2015,3,False,3,Hyde Yo Kids Hyde Yo Wife,5,Team Beats by Ray,120.0,69.0,W
2015,4,False,3,Hyde Yo Kids Hyde Yo Wife,2,In Your Face,68.0,114.0,L
2015,5,False,3,Hyde Yo Kids Hyde Yo Wife,4,Straight out of Gronkton!,118.0,77.0,W
2015,6,False,3,Hyde Yo Kids Hyde Yo Wife,9,New Yawk Bklyn's Best,121.0,92.0,W
2015,7,False,3,Hyde Yo Kids Hyde Yo Wife,8,Abdullah Oblangada ,34.0,102.0,L
2015,8,False,3,Hyde Yo Kids Hyde Yo Wife,7,3rd Down For What,101.0,86.0,W
2015,9,False,3,Hyde Yo Kids Hyde Yo Wife,12,Cntrl Alt Delete,116.0,107.0,W
2015,10,False,3,Hyde Yo Kids Hyde Yo Wife,11,Baltimore Hail Marys,86.0,64.0,W
2015,11,False,3,Hyde Yo Kids Hyde Yo Wife,10,Team Riley,85.0,90.0,L
2015,12,False,3,Hyde Yo Kids Hyde Yo Wife,9,New Yawk Bklyn's Best,63.0,93.0,L
2015,13,False,3,Hyde Yo Kids Hyde Yo Wife,8,Abdullah Oblangada ,115.0,61.0,W
2015,14,True,3,Hyde Yo Kids Hyde Yo Wife,3,Hyde Yo Kids Hyde Yo Wife,80.0,80.0,U
2015,15,True,3,Hyde Yo Kids Hyde Yo Wife,12,Cntrl Alt Delete,121.0,104.0,W
2015,16,True,3,Hyde Yo Kids Hyde Yo Wife,4,Straight out of Gronkton!,103.0,108.0,L
2015,1,False,4,Straight out of Gronkton!,5,Team Beats by Ray,109.0,103.0,W
2015,2,False,4,Straight out of Gronkton!,2,In Your Face,92.0,77.0,W
2015,3,False,4,Straight out of Gronkton!,1,The  Commish,98.0,119.0,L
2015,4,False,4,Straight out of Gronkton!,6,Team Flatcheese,74.0,44.0,W
2015,5,False,4,Straight out of Gronkton!,3,Hyde Yo Kids Hyde Yo Wife,77.0,118.0,L
2015,6,False,4,Straight out of Gronkton!,10,Team Riley,84.0,95.0,L
2015,7,False,4,Straight out of Gronkton!,9,New Yawk Bklyn's Best,83.0,73.0,W
2015,8,False,4,Straight out of Gronkton!,8,Abdullah Oblangada ,106.0,123.0,L
2015,9,False,4,Straight out of Gronkton!,7,3rd Down For What,71.0,114.0,L
2015,10,False,4,Straight out of Gronkton!,12,Cntrl Alt Delete,120.0,61.0,W
2015,11,False,4,Straight out of Gronkton!,11,Baltimore Hail Marys,71.0,96.0,L
2015,12,False,4,Straight out of Gronkton!,10,Team Riley,82.0,66.0,W
2015,13,False,4,Straight out of Gronkton!,9,New Yawk Bklyn's Best,91.0,72.0,W
2015,14,True,4,Straight out of Gronkton!,6,Team Flatcheese,90.0,47.0,W
2015,15,True,4,Straight out of Gronkton!,1,The  Commish,134.0,42.0,W
2015,16,True,4,Straight out of Gronkton!,3,Hyde Yo Kids Hyde Yo Wife,108.0,103.0,W
2015,1,False,5,Team Beats by Ray,4,Straight out of Gronkton!,103.0,109.0,L
2015,2,False,5,Team Beats by Ray,6,Team Flatcheese,66.0,81.0,L
2015,3,False,5,Team Beats by Ray,3,Hyde Yo Kids Hyde Yo Wife,69.0,120.0,L
2015,4,False,5,Team Beats by Ray,1,The  Commish,69.0,89.0,L
2015,5,False,5,Team Beats by Ray,2,In Your Face,59.0,113.0,L
2015,6,False,5,Team Beats by Ray,11,Baltimore Hail Marys,66.0,74.0,L
2015,7,False,5,Team Beats by Ray,10,Team Riley,110.0,130.0,L
2015,8,False,5,Team Beats by Ray,9,New Yawk Bklyn's Best,74.0,60.0,W
2015,9,False,5,Team Beats by Ray,8,Abdullah Oblangada ,132.0,78.0,W
2015,10,False,5,Team Beats by Ray,7,3rd Down For What,90.0,78.0,W
2015,11,False,5,Team Beats by Ray,12,Cntrl Alt Delete,74.0,84.0,L
2015,12,False,5,Team Beats by Ray,11,Baltimore Hail Marys,87.0,80.0,W
2015,13,False,5,Team Beats by Ray,10,Team Riley,98.0,96.0,W
2015,14,True,5,Team Beats by Ray,9,New Yawk Bklyn's Best,99.0,61.0,W
2015,15,True,5,Team Beats by Ray,8,Abdullah Oblangada ,94.0,82.0,W
2015,16,True,5,Team Beats by Ray,7,3rd Down For What,93.0,68.0,W
2015,1,False,6,Team Flatcheese,3,Hyde Yo Kids Hyde Yo Wife,77.0,103.0,L
2015,2,False,6,Team Flatcheese,5,Team Beats by Ray,81.0,66.0,W
2015,3,False,6,Team Flatcheese,2,In Your Face,84.0,131.0,L
2015,4,False,6,Team Flatcheese,4,Straight out of Gronkton!,44.0,74.0,L
2015,5,False,6,Team Flatcheese,1,The  Commish,60.0,67.0,L
2015,6,False,6,Team Flatcheese,12,Cntrl Alt Delete,56.0,70.0,L
2015,7,False,6,Team Flatcheese,11,Baltimore Hail Marys,106.0,75.0,W
2015,8,False,6,Team Flatcheese,10,Team Riley,92.0,59.0,W
2015,9,False,6,Team Flatcheese,9,New Yawk Bklyn's Best,91.0,69.0,W
2015,10,False,6,Team Flatcheese,8,Abdullah Oblangada ,93.0,63.0,W
2015,11,False,6,Team Flatcheese,7,3rd Down For What,42.0,56.0,L
2015,12,False,6,Team Flatcheese,12,Cntrl Alt Delete,77.0,70.0,W
2015,13,False,6,Team Flatcheese,11,Baltimore Hail Marys,134.0,58.0,W
2015,14,True,6,Team Flatcheese,4,Straight out of Gronkton!,47.0,90.0,L
2015,15,True,6,Team Flatcheese,10,Team Riley,88.0,115.0,L
2015,16,True,6,Team Flatcheese,10,Team Riley,49.0,81.0,L
2015,1,False,7,3rd Down For What,8,Abdullah Oblangada ,67.0,121.0,L
2015,2,False,7,3rd Down For What,9,New Yawk Bklyn's Best,79.0,55.0,W
2015,3,False,7,3rd Down For What,10,Team Riley,95.0,67.0,W
2015,4,False,7,3rd Down For What,11,Baltimore Hail Marys,76.0,91.0,L
2015,5,False,7,3rd Down For What,12,Cntrl Alt Delete,81.0,102.0,L
2015,6,False,7,3rd Down For What,1,The  Commish,122.0,90.0,W
2015,7,False,7,3rd Down For What,2,In Your Face,109.0,92.0,W
2015,8,False,7,3rd Down For What,3,Hyde Yo Kids Hyde Yo Wife,86.0,101.0,L
2015,9,False,7,3rd Down For What,4,Straight out of Gronkton!,114.0,71.0,W
2015,10,False,7,3rd Down For What,5,Team Beats by Ray,78.0,90.0,L
2015,11,False,7,3rd Down For What,6,Team Flatcheese,56.0,42.0,W
2015,12,False,7,3rd Down For What,1,The  Commish,81.0,136.0,L
2015,13,False,7,3rd Down For What,2,In Your Face,102.0,111.0,L
2015,14,True,7,3rd Down For What,8,Abdullah Oblangada ,59.0,56.0,W
2015,15,True,7,3rd Down For What,11,Baltimore Hail Marys,85.0,81.0,W
2015,16,True,7,3rd Down For What,5,Team Beats by Ray,68.0,93.0,L
2015,1,False,8,Abdullah Oblangada ,7,3rd Down For What,121.0,67.0,W
2015,2,False,8,Abdullah Oblangada ,10,Team Riley,52.0,71.0,L
2015,3,False,8,Abdullah Oblangada ,12,Cntrl Alt Delete,90.0,146.0,L
2015,4,False,8,Abdullah Oblangada ,9,New Yawk Bklyn's Best,83.0,96.0,L
2015,5,False,8,Abdullah Oblangada ,11,Baltimore Hail Marys,90.0,86.0,W
2015,6,False,8,Abdullah Oblangada ,2,In Your Face,102.0,82.0,W
2015,7,False,8,Abdullah Oblangada ,3,Hyde Yo Kids Hyde Yo Wife,102.0,34.0,W
2015,8,False,8,Abdullah Oblangada ,4,Straight out of Gronkton!,123.0,106.0,W
2015,9,False,8,Abdullah Oblangada ,5,Team Beats by Ray,78.0,132.0,L
