season,week,transaction_id,related_transaction_id,transaction_type,status,espn_team_id,bid_amount,item_type,player_id,player_name,from_team_id,to_team_id,date
2023,1,7cea4c13-795e-4641-bb7a-228ceb55f3c0,,FREEAGENT,EXECUTED,3,0,ADD,2468609.0,Taysom Hill,0.0,3.0,2023-09-10
2023,1,394b51cb-fa26-489c-b1ef-2a89c0495358,,FREEAGENT,EXECUTED,12,0,ADD,4361050.0,Isaiah Likely,0.0,12.0,2023-09-10
2023,1,394b51cb-fa26-489c-b1ef-2a89c0495358,,FREEAGENT,EXECUTED,12,0,DROP,4429160.0,De'Von Achane,12.0,0.0,2023-09-10
2023,1,b97166ae-c359-4ebe-8774-2e8ab93bb934,,FREEAGENT,EXECUTED,5,0,ADD,-16028.0,Commanders D/ST,0.0,5.0,2023-09-06
2023,1,b97166ae-c359-4ebe-8774-2e8ab93bb934,,FREEAGENT,EXECUTED,5,0,DROP,-16015.0,Dolphins D/ST,5.0,0.0,2023-09-06
2023,1,db943804-4f5a-4caf-b924-fe363bb1625a,,FREEAGENT,EXECUTED,14,0,ADD,3930066.0,Van Jefferson,0.0,14.0,2023-09-06
2023,1,db943804-4f5a-4caf-b924-fe363bb1625a,,FREEAGENT,EXECUTED,14,0,DROP,3045144.0,Tyler Boyd,14.0,0.0,2023-09-06
2023,1,85ced7af-86fa-4f35-87a7-2e3413b2757d,,FREEAGENT,EXECUTED,1,0,ADD,4362249.0,Jayden Reed,0.0,1.0,2023-09-09
2023,1,38e640f9-3336-4760-9ac7-2a08a3019986,,FREEAGENT,EXECUTED,7,0,ADD,4361432.0,Romeo Doubs,0.0,7.0,2023-09-08
2023,1,38e640f9-3336-4760-9ac7-2a08a3019986,,FREEAGENT,EXECUTED,7,0,DROP,3115364.0,Leonard Fournette,7.0,0.0,2023-09-08
2023,1,1488f1e4-a1d4-46ba-8fe1-9fcfac8f3cb8,,FREEAGENT,EXECUTED,13,0,ADD,-16030.0,Jaguars D/ST,0.0,13.0,2023-09-07
2023,1,1488f1e4-a1d4-46ba-8fe1-9fcfac8f3cb8,,FREEAGENT,EXECUTED,13,0,DROP,-16010.0,Titans D/ST,13.0,0.0,2023-09-07
2023,1,44d2085b-e68a-4d8d-8120-3e830e16f63f,,FREEAGENT,EXECUTED,12,0,ADD,4240472.0,Noah Gray,0.0,12.0,2023-09-07
2023,1,f3f10c0e-01a0-4013-8748-36376cc1f786,,FREEAGENT,EXECUTED,10,0,ADD,3125116.0,D'Onta Foreman,0.0,10.0,2023-09-07
2023,2,6277d22a-8df8-4eb6-a45b-1e2eb9933060,f59c5759-a4f5-4a9e-9e48-7f7d05eae93d,WAIVER,CANCELED,7,0,ADD,4430737.0,Kyren Williams,0.0,7.0,2023-09-13
2023,2,6277d22a-8df8-4eb6-a45b-1e2eb9933060,f59c5759-a4f5-4a9e-9e48-7f7d05eae93d,WAIVER,CANCELED,7,0,DROP,3128390.0,Allen Lazard,7.0,0.0,2023-09-13
2023,2,a5e16e9c-577d-4ae1-bb4d-71e033f6022d,5a74108b-f79e-4839-9d14-cbea4b4ea436,WAIVER,EXECUTED,13,3,ADD,4428557.0,Tyjae Spears,0.0,13.0,2023-09-13
2023,2,a5e16e9c-577d-4ae1-bb4d-71e033f6022d,5a74108b-f79e-4839-9d14-cbea4b4ea436,WAIVER,EXECUTED,13,3,DROP,4686472.0,Marvin Mims Jr.,13.0,0.0,2023-09-13
2023,2,80d3a59c-d3f2-4077-a05c-1da9f3390e90,,FREEAGENT,EXECUTED,12,0,ADD,3051738.0,Marquez Valdes-Scantling,0.0,12.0,2023-09-13
2023,2,c57c8470-f71a-445e-a529-35797de3a3e3,f53a55ba-8dd5-4b74-8cf6-1952d35e05d6,WAIVER,FAILED_INVALIDPLAYERSOURCE,12,12,ADD,4430737.0,Kyren Williams,0.0,12.0,2023-09-13
2023,2,c57c8470-f71a-445e-a529-35797de3a3e3,f53a55ba-8dd5-4b74-8cf6-1952d35e05d6,WAIVER,FAILED_INVALIDPLAYERSOURCE,12,12,DROP,4361050.0,Isaiah Likely,12.0,0.0,2023-09-13
2023,2,2cbdc701-9896-48bc-bdd2-961dcd501819,f9af9eba-e775-4d9b-aeec-6394d890e982,WAIVER,FAILED_INVALIDPLAYERSOURCE,10,9,ADD,4430737.0,Kyren Williams,0.0,10.0,2023-09-13
2023,2,2cbdc701-9896-48bc-bdd2-961dcd501819,f9af9eba-e775-4d9b-aeec-6394d890e982,WAIVER,FAILED_INVALIDPLAYERSOURCE,10,9,DROP,3125116.0,D'Onta Foreman,10.0,0.0,2023-09-13
2023,2,8a611cde-c20e-43c5-8949-6446ac874f6c,7cf1c246-01b4-4e83-84bb-6fbe7d388d35,WAIVER,FAILED_INVALIDPLAYERSOURCE,14,5,ADD,4426515.0,Puka Nacua,0.0,14.0,2023-09-13
2023,2,8a611cde-c20e-43c5-8949-6446ac874f6c,7cf1c246-01b4-4e83-84bb-6fbe7d388d35,WAIVER,FAILED_INVALIDPLAYERSOURCE,14,5,DROP,3930066.0,Van Jefferson,14.0,0.0,2023-09-13
