season,week,transaction_id,related_transaction_id,transaction_type,status,espn_team_id,member_id,bid_amount,item_type,player_id,player_name,from_team_id,to_team_id,date
2022,1,721db251-4d4a-41a8-abcc-8967055b66fc,,ROSTER,EXECUTED,7,{430447A7-381F-4E40-AD53-6A9C1F157A25},0,DROP,3051926.0,Gus Edwards,7.0,0.0,2022-09-11
2022,1,76d7667b-b363-40f9-ab2e-a729ca50cca6,,FREEAGENT,EXECUTED,14,{C2BAB8A3-9ED5-425C-BAB8-A39ED5B25CC2},0,ADD,13981.0,Mark Ingram II,0.0,14.0,2022-09-08
2022,1,76d7667b-b363-40f9-ab2e-a729ca50cca6,,FREEAGENT,EXECUTED,14,{C2BAB8A3-9ED5-425C-BAB8-A39ED5B25CC2},0,DROP,2577417.0,Dak Prescott,14.0,0.0,2022-09-08
2022,1,3af1caf9-4fc7-4339-8bc8-c74c8ca95b2f,98552654-56c9-4f5e-b253-8cceca606333,WAIVER,CANCELED,1,{C1E09685-96D1-4750-BA21-8BE16D3BF7CA},0,ADD,-16007.0,Broncos D/ST,0.0,1.0,2022-09-07
2022,1,3af1caf9-4fc7-4339-8bc8-c74c8ca95b2f,98552654-56c9-4f5e-b253-8cceca606333,WAIVER,CANCELED,1,{C1E09685-96D1-4750-BA21-8BE16D3BF7CA},0,DROP,4035004.0,Mecole Hardman,1.0,0.0,2022-09-07
2022,1,d6e73f60-0b4e-4623-bc18-5fc4db313524,,FREEAGENT,EXECUTED,5,{77F704CF-0C76-4984-9A71-8BD39511C19F},0,ADD,-16021.0,Eagles D/ST,0.0,5.0,2022-09-08
2022,1,d6e73f60-0b4e-4623-bc18-5fc4db313524,,FREEAGENT,EXECUTED,5,{77F704CF-0C76-4984-9A71-8BD39511C19F},0,DROP,-16024.0,Chargers D/ST,5.0,0.0,2022-09-08
2022,1,f9ce8705-b415-4562-a2be-053b1743064d,,FREEAGENT,EXECUTED,7,{430447A7-381F-4E40-AD53-6A9C1F157A25},0,ADD,3128724.0,Isaiah McKenzie,0.0,7.0,2022-09-08
2022,1,f9ce8705-b415-4562-a2be-053b1743064d,,FREEAGENT,EXECUTED,7,{430447A7-381F-4E40-AD53-6A9C1F157A25},0,DROP,2974858.0,Kenny Golladay,7.0,0.0,2022-09-08
2022,1,19cfff12-343b-4a53-b187-050363f986fb,2271bf81-e04f-44fb-a70e-67da614a9058,WAIVER,EXECUTED,13,NightlyLeagueUpdateTaskProcessor,1,ADD,4697815.0,Rachaad White,0.0,13.0,2022-09-08
2022,1,36935353-50c4-4957-81a3-4e90166c2453,,FREEAGENT,EXECUTED,14,{C2BAB8A3-9ED5-425C-BAB8-A39ED5B25CC2},0,ADD,4569587.0,Wan'Dale Robinson,0.0,14.0,2022-09-08
2022,1,36935353-50c4-4957-81a3-4e90166c2453,,FREEAGENT,EXECUTED,14,{C2BAB8A3-9ED5-425C-BAB8-A39ED5B25CC2},0,DROP,16757.0,Derek Carr,14.0,0.0,2022-09-08
2022,1,45799e83-d0e4-431c-849e-d0065cc85d60,,FREEAGENT,EXECUTED,7,{430447A7-381F-4E40-AD53-6A9C1F157A25},0,ADD,2974858.0,Kenny Golladay,0.0,7.0,2022-09-08
2022,1,c68d1353-6e9f-4a7b-a17e-5976cfcb2dd3,ff225c9c-29cc-4c7b-9df8-37a4748d9c88,WAIVER,EXECUTED,5,NightlyLeagueUpdateTaskProcessor,5,ADD,2577417.0,Dak Prescott,0.0,5.0,2022-09-10
2022,1,c68d1353-6e9f-4a7b-a17e-5976cfcb2dd3,ff225c9c-29cc-4c7b-9df8-37a4748d9c88,WAIVER,EXECUTED,5,NightlyLeagueUpdateTaskProcessor,5,DROP,2576623.0,DeVante Parker,5.0,0.0,2022-09-10
2022,1,c7948d95-679d-49a8-b766-1fddf2a8c51d,,FREEAGENT,EXECUTED,14,{C2BAB8A3-9ED5-425C-BAB8-A39ED5B25CC2},0,ADD,2974858.0,Kenny Golladay,0.0,14.0,2022-09-08
2022,1,c7948d95-679d-49a8-b766-1fddf2a8c51d,,FREEAGENT,EXECUTED,14,{C2BAB8A3-9ED5-425C-BAB8-A39ED5B25CC2},0,DROP,13981.0,Mark Ingram II,14.0,0.0,2022-09-08
2022,1,f961824e-a912-442f-b53a-6c7ef663496a,,FREEAGENT,EXECUTED,3,{C52D799E-6C1C-44B9-8371-9B6AF857D8E8},0,ADD,2969939.0,Jameis Winston,0.0,3.0,2022-09-11
2022,1,2cbbd194-eeea-4305-b932-545c14fe062a,,FREEAGENT,EXECUTED,1,{C1E09685-96D1-4750-BA21-8BE16D3BF7CA},0,ADD,13983.0,A.J. Green,0.0,1.0,2022-09-10
2022,1,2cbbd194-eeea-4305-b932-545c14fe062a,,FREEAGENT,EXECUTED,1,{C1E09685-96D1-4750-BA21-8BE16D3BF7CA},0,DROP,4035004.0,Mecole Hardman,1.0,0.0,2022-09-10
2022,1,a4dac9e3-cfe4-4ad3-9b53-a1f73a3b0ce7,,FREEAGENT,EXECUTED,13,{85A6A0E4-D846-4046-B7F8-487FAD9165E0},0,ADD,-16007.0,Broncos D/ST,0.0,13.0,2022-09-08
2022,1,a4dac9e3-cfe4-4ad3-9b53-a1f73a3b0ce7,,FREEAGENT,EXECUTED,13,{85A6A0E4-D846-4046-B7F8-487FAD9165E0},0,DROP,-16015.0,Dolphins D/ST,13.0,0.0,2022-09-08
2022,1,e5dd5af4-141c-42a3-a6f0-13f381fa7b29,79b9ce81-6a0f-4c9c-8bb0-a4031fbea026,WAIVER,CANCELED,7,{430447A7-381F-4E40-AD53-6A9C1F157A25},0,ADD,3128724.0,Isaiah McKenzie,0.0,7.0,2022-09-07
2022,1,c4cfe60f-4e03-4379-af8c-560c435f5e31,,FREEAGENT,EXECUTED,14,{C2BAB8A3-9ED5-425C-BAB8-A39ED5B25CC2},0,ADD,-16010.0,Titans D/ST,0.0,14.0,2022-09-08
2022,1,c4cfe60f-4e03-4379-af8c-560c435f5e31,,FREEAGENT,EXECUTED,14,{C2BAB8A3-9ED5-425C-BAB8-A39ED5B25CC2},0,DROP,-16023.0,Steelers D/ST,14.0,0.0,2022-09-08
2022,1,d3088971-93e2-4c86-8490-e8a9d2015949,f4d16ddd-019e-4676-8fe4-33e78fa8efc0,WAIVER,EXECUTED,12,NightlyLeagueUpdateTaskProcessor,1,ADD,-16004.0,Bengals D/ST,0.0,12.0,2022-09-08
2022,1,ee64149a-3b4f-4dc5-8d83-d76fcd2bc73a,dede898e-ec9c-4f27-afe6-8ab1b5dde001,WAIVER,EXECUTED,1,NightlyLeagueUpdateTaskProcessor,1,ADD,3043275.0,Austin Hooper,0.0,1.0,2022-09-08
2022,1,ee64149a-3b4f-4dc5-8d83-d76fcd2bc73a,dede898e-ec9c-4f27-afe6-8ab1b5dde001,WAIVER,EXECUTED,1,NightlyLeagueUpdateTaskProcessor,1,DROP,16782.0,Jerick McKinnon,1.0,0.0,2022-09-08
2022,2,b8e1852d-9d4a-41d2-ad55-ad73697a1d83,,FREEAGENT,EXECUTED,12,{91D28B99-9234-408F-ACE7-32AEC03EE9E2},0,ADD,4035004.0,Mecole Hardman,0.0,12.0,2022-09-14
2022,2,b8e1852d-9d4a-41d2-ad55-ad73697a1d83,,FREEAGENT,EXECUTED,12,{91D28B99-9234-408F-ACE7-32AEC03EE9E2},0,DROP,4379399.0,James Cook,12.0,0.0,2022-09-14
2022,2,6353c77a-ff28-43fa-b72a-6507b5cec12f,,FREEAGENT,EXECUTED,7,{430447A7-381F-4E40-AD53-6A9C1F157A25},0,ADD,3918639.0,Gerald Everett,0.0,7.0,2022-09-14
2022,2,6353c77a-ff28-43fa-b72a-6507b5cec12f,,FREEAGENT,EXECUTED,7,{430447A7-381F-4E40-AD53-6A9C1F157A25},0,DROP,3128724.0,Isaiah McKenzie,7.0,0.0,2022-09-14
2022,2,975e151d-5574-4cda-b948-a77ced5ddcff,,FREEAGENT,EXECUTED,13,{85A6A0E4-D846-4046-B7F8-487FAD9165E0},0,ADD,4361370.0,Chris Olave,0.0,13.0,2022-09-18
2022,2,975e151d-5574-4cda-b948-a77ced5ddcff,,FREEAGENT,EXECUTED,13,{85A6A0E4-D846-4046-B7F8-487FAD9165E0},0,DROP,4361432.0,Romeo Doubs,13.0,0.0,2022-09-18
2022,2,b861b801-519b-443e-9978-0e7666709140,,TRADE_PROPOSAL,PENDING,10,{2C8A1B87-268B-45A5-A0E5-C4A3F61C9BC2},0,TRADE,3059915.0,Kareem Hunt,10.0,14.0,2022-09-17
2022,2,b861b801-519b-443e-9978-0e7666709140,,TRADE_PROPOSAL,PENDING,10,{2C8A1B87-268B-45A5-A0E5-C4A3F61C9BC2},0,TRADE,3932905.0,Diontae Johnson,10.0,14.0,2022-09-17
2022,2,b861b801-519b-443e-9978-0e7666709140,,TRADE_PROPOSAL,PENDING,10,{2C8A1B87-268B-45A5-A0E5-C4A3F61C9BC2},0,TRADE,16800.0,Davante Adams,14.0,10.0,2022-09-17
2022,2,b861b801-519b-443e-9978-0e7666709140,,TRADE_PROPOSAL,PENDING,10,{2C8A1B87-268B-45A5-A0E5-C4A3F61C9BC2},0,TRADE,4426502.0,Drake London,14.0,10.0,2022-09-17
2022,2,3c0e9a6b-6338-454e-a6f7-fcffa9cf9dd6,cbae9210-ade4-4bac-ac20-0c0a63ded61c,WAIVER,FAILED_INVALIDPLAYERSOURCE,14,NightlyLeagueUpdateTaskProcessor,8,ADD,3121427.0,Curtis Samuel,0.0,14.0,2022-09-14
2022,2,3c0e9a6b-6338-454e-a6f7-fcffa9cf9dd6,cbae9210-ade4-4bac-ac20-0c0a63ded61c,WAIVER,FAILED_INVALIDPLAYERSOURCE,14,NightlyLeagueUpdateTaskProcessor,8,DROP,2974858.0,Kenny Golladay,14.0,0.0,2022-09-14
2022,2,164919a2-820f-4a07-8a4d-8377fc91b3cb,,FREEAGENT,EXECUTED,4,{8242D4C8-FCD1-4A28-9373-CD282687A8E7},0,ADD,2979843.0,Kenyan Drake,0.0,4.0,2022-09-15
